symbol,model,prediction_file,pnl_mode,negative_mode,trading_days,first_date,last_date,ref_close,ref_price_date_used,shares,invested_notional,pnl_predicted,pnl_actual,final_equity_predicted,final_equity_actual,total_return_predicted,total_return_actual,days_long_predicted,days_short_predicted,days_flat_predicted,days_long_actual,days_short_actual,days_flat_actual,return_gap_actual_minus_predicted,total_return_sign_predicted,total_return_sign_actual,predicted_underperforms_actual
AATM,Prophet,AATM_predictions_20260311_054013_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,34.71,2026-03-19,2881.0,99999.51000000001,-15845.499999999982,60616.240000000005,84154.50000000001,160616.24,-0.15845499999999982,0.6061624000000001,8,17,0,9,6,10,0.7646173999999999,-1,1,True
ABOT,Prophet,ABOT_predictions_20260311_054420_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,930.64,2026-03-19,107.0,99578.48,-3579.1499999999933,60860.529999999955,96420.85,160860.52999999997,-0.035791499999999934,0.6086052999999996,25,0,0,10,15,0,0.6443967999999995,-1,1,True
ACIETF,Prophet,ACIETF_predictions_20260311_143055_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,15.12,2026-03-19,6614.0,100003.68,-2513.3199999999943,73812.23999999999,97486.68000000001,173812.24,-0.025133199999999942,0.7381224,0,25,0,9,15,1,0.7632555999999999,-1,1,True
ADAMS,Prophet,ADAMS_predictions_20260311_054736_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,77.78,2026-03-19,1286.0,100025.08,-9619.280000000004,22016.31999999999,90380.72,122016.31999999999,-0.09619280000000004,0.2201631999999999,0,25,0,5,4,16,0.3163559999999999,-1,1,True
ADMM,Prophet,ADMM_predictions_20260311_054915_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,47.9,2026-03-19,2088.0,100015.2,-5846.400000000007,62681.75999999998,94153.59999999999,162681.75999999998,-0.05846400000000007,0.6268175999999998,0,25,0,12,13,0,0.6852815999999998,-1,1,True
AGIL,Prophet,AGIL_predictions_20260311_055420_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,131.36,2026-03-19,761.0,99964.96,-3257.0799999999963,70148.97999999997,96742.92,170148.97999999998,-0.03257079999999996,0.7014897999999997,25,0,0,13,12,0,0.7340605999999997,-1,1,True
AGL,XGBoost,AGL_predictions_20260311_055614_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,50.51,2026-03-19,1980.0,100009.8,-40332.599999999984,77160.59999999996,59667.400000000016,177160.59999999998,-0.40332599999999985,0.7716059999999996,10,15,0,12,13,0,1.1749319999999994,-1,1,True
AGSML,RandomForest,AGSML_predictions_20260311_143250_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,7.54,2026-03-19,13263.0,100003.02,-61142.429999999964,112072.34999999999,38857.570000000036,212072.34999999998,-0.6114242999999996,1.1207235,11,14,0,13,12,0,1.7321477999999995,-1,1,True
AHCL,Prophet,AHCL_predictions_20260311_060154_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,13.25,2026-03-19,7547.0,99997.75,-2943.3300000000045,92903.57000000002,97056.67,192903.57,-0.029433300000000044,0.9290357000000002,0,25,0,13,11,1,0.9584690000000002,-1,1,True
AICL,Prophet,AICL_predictions_20260311_060543_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,67.64,2026-03-19,1478.0,99971.92,-20529.419999999976,112549.69999999994,79470.58000000002,212549.69999999995,-0.20529419999999976,1.1254969999999993,0,25,0,10,14,1,1.330791199999999,-1,1,True
AIRLINK,XGBoost,AIRLINK_predictions_20260311_143419_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,136.86,2026-03-19,731.0,100044.66,-19225.299999999967,78100.04000000007,80774.70000000004,178100.04000000007,-0.19225299999999967,0.7810004000000007,12,13,0,11,14,0,0.9732534000000004,-1,1,True
AKDSL,Prophet,AKDSL_predictions_20260311_060949_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,29.73,2026-03-19,3364.0,100011.72,-3464.9199999999964,115822.51999999997,96535.08,215822.51999999996,-0.03464919999999996,1.1582251999999997,25,0,0,12,13,0,1.1928743999999998,-1,1,True
AKGL,Prophet,AKGL_predictions_20260311_060954_20260304_20260511.csv,shares,short,7,2026-03-25,2026-04-09,61.08,2026-04-09,1637.0,99987.95999999999,-9052.610000000002,9052.610000000002,90947.39,109052.61,-0.09052610000000003,0.09052610000000003,0,7,0,1,0,6,0.18105220000000005,-1,1,True
ALIFE,XGBoost,ALIFE_predictions_20260311_061054_20260304_20260511.csv,shares,short,24,2026-03-04,2026-04-09,33.38,2026-03-19,2996.0,100006.48000000001,-6980.679999999973,61088.43999999997,93019.32000000002,161088.43999999997,-0.06980679999999972,0.6108843999999998,12,12,0,5,6,13,0.6806911999999995,-1,1,True
ALNRS,XGBoost,ALNRS_predictions_20260311_061152_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,120.39,2026-03-19,831.0,100044.09,-5085.720000000027,37760.64,94914.27999999997,137760.64,-0.05085720000000027,0.3776064,6,19,0,5,8,12,0.4284636000000003,-1,1,True
AMBL,RandomForest,AMBL_predictions_20260311_143559_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,23.87,2026-03-19,4189.0,99991.43000000001,-2806.630000000019,87927.11,97193.36999999998,187927.11,-0.028066300000000193,0.8792711,11,14,0,13,11,1,0.9073374000000002,-1,1,True
AMTEX,XGBoost,AMTEX_predictions_20260311_061352_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,3.82,2026-03-19,26178.0,99999.95999999999,-8900.519999999984,100523.52000000002,91099.48000000001,200523.52000000002,-0.08900519999999984,1.0052352000000002,4,21,0,13,11,1,1.0942404000000001,-1,1,True
ANTM,Prophet,ANTM_predictions_20260311_143623_20260304_20260511.csv,shares,short,21,2026-03-04,2026-04-09,24.2,2026-04-09,4132.0,99994.4,-9379.639999999996,34254.280000000006,90620.36,134254.28,-0.09379639999999996,0.34254280000000004,21,0,0,2,4,15,0.4363392,-1,1,True
APL,Prophet,APL_predictions_20260311_061738_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,519.3,2026-03-19,193.0,100224.9,-3298.3700000000053,58446.18999999999,96701.62999999999,158446.19,-0.03298370000000005,0.5844618999999999,0,25,0,9,16,0,0.6174455999999999,-1,1,True
ARPL,RandomForest,ARPL_predictions_20260311_061925_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,338.68,2026-03-19,295.0,99910.6,-29001.45000000002,66655.25000000003,70998.54999999999,166655.25000000003,-0.2900145000000002,0.6665525000000003,9,16,0,11,14,0,0.9565670000000005,-1,1,True
ARUJ,Prophet,ARUJ_predictions_20260311_062014_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,8.25,2026-03-19,12121.0,99998.25,-21332.96,93816.54000000001,78667.04000000001,193816.54,-0.21332959999999998,0.9381654,25,0,0,9,11,5,1.151495,-1,1,True
ASC,RandomForest,ASC_predictions_20260311_062206_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,9.77,2026-03-19,10235.0,99995.95,-15864.250000000004,66425.14999999995,84135.75,166425.14999999997,-0.15864250000000005,0.6642514999999996,5,20,0,13,12,0,0.8228939999999996,-1,1,True
ASL,RandomForest,ASL_predictions_20260311_062435_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,9.0,2026-03-19,11111.0,99999.0,-32444.12,81776.96000000002,67555.88,181776.96000000002,-0.3244412,0.8177696000000002,4,21,0,13,9,3,1.1422108000000002,-1,1,True
ASTM,RandomForest,ASTM_predictions_20260311_062808_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,14.1,2026-03-19,7092.0,99997.2,-11134.440000000002,67728.59999999998,88865.56,167728.59999999998,-0.11134440000000002,0.6772859999999997,0,25,0,12,9,4,0.7886303999999997,-1,1,True
ATIL,XGBoost,ATIL_predictions_20260311_063130_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,75.5,2026-03-19,1325.0,100037.5,-6081.749999999967,42757.75000000001,93918.25000000003,142757.75,-0.06081749999999967,0.42757750000000005,13,12,0,12,13,0,0.48839499999999975,-1,1,True
ATRL,RandomForest,ATRL_predictions_20260311_063459_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,812.54,2026-03-19,123.0,99942.42,-18197.849999999995,64972.28999999992,81802.15000000001,164972.28999999992,-0.18197849999999996,0.6497228999999992,9,16,0,13,12,0,0.8317013999999991,-1,1,True
BAFL,Prophet,BAFL_predictions_20260311_063847_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,108.97,2026-03-19,918.0,100034.45999999999,-10465.19999999999,65765.52,89534.80000000002,165765.52000000002,-0.1046519999999999,0.6576552,2,23,0,12,13,0,0.7623071999999999,-1,1,True
BATA,Prophet,BATA_predictions_20260311_064325_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,1019.63,2026-03-19,98.0,99923.74,-7874.300000000002,40902.260000000024,92125.7,140902.26,-0.07874300000000002,0.40902260000000024,0,25,0,14,11,0,0.48776560000000024,-1,1,True
BBFL,Prophet,BBFL_predictions_20260311_143816_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,36.15,2026-03-19,2766.0,99990.9,-13995.960000000008,66605.27999999998,86004.04,166605.27999999997,-0.13995960000000007,0.6660527999999999,21,4,0,13,12,0,0.8060124,-1,1,True
BECO,RandomForest,BECO_predictions_20260311_064643_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,4.55,2026-03-19,21978.0,99999.9,-1318.6799999999716,89230.68000000001,98681.32000000002,189230.68,-0.013186799999999716,0.8923068000000001,17,8,0,9,14,2,0.9054935999999998,-1,1,True
BELA,Prophet,BELA_predictions_20260311_064703_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,72.78,2026-03-19,1374.0,99999.72,-35778.95999999999,138169.44,64221.04000000001,238169.44,-0.35778959999999993,1.3816944,13,12,0,12,10,3,1.739484,-1,1,True
BERG,Prophet,BERG_predictions_20260311_064859_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,86.95,2026-03-19,1150.0,99992.5,-2069.9999999999955,50623.00000000003,97930.0,150623.00000000003,-0.020699999999999955,0.5062300000000003,0,25,0,9,16,0,0.5269300000000002,-1,1,True
BFMOD,Prophet,BFMOD_predictions_20260311_064934_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,17.89,2026-03-19,5590.0,100005.1,-29738.800000000003,156743.59999999998,70261.2,256743.59999999998,-0.29738800000000004,1.5674359999999998,4,21,0,13,12,0,1.8648239999999998,-1,1,True
BHAT,XGBoost,BHAT_predictions_20260311_065157_20260303_20260508.csv,shares,short,13,2026-03-12,2026-04-09,780.42,2026-04-09,128.0,99893.76,-12410.87999999999,35773.43999999999,87589.12000000001,135773.44,-0.1241087999999999,0.3577343999999999,6,7,0,4,3,6,0.4818431999999998,-1,1,True
BML,RandomForest,BML_predictions_20260311_143844_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,60.44,2026-03-19,1655.0,100028.2,-20008.95000000004,69526.54999999996,79991.04999999996,169526.54999999996,-0.20008950000000042,0.6952654999999996,8,17,0,14,11,0,0.8953550000000001,-1,1,True
BNL,XGBoost,BNL_predictions_20260311_065724_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,8.14,2026-03-19,12285.0,99999.90000000001,-3562.649999999967,83169.44999999992,96437.35000000003,183169.44999999992,-0.03562649999999967,0.8316944999999992,1,24,0,12,13,0,0.8673209999999989,-1,1,True
BNWM,Prophet,BNWM_predictions_20260311_065845_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,57.07,2026-03-19,1752.0,99986.64,-21829.920000000006,83114.88000000003,78170.07999999999,183114.88000000003,-0.21829920000000005,0.8311488000000004,0,25,0,10,9,6,1.0494480000000004,-1,1,True
BOK,Prophet,BOK_predictions_20260311_070006_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,32.61,2026-03-19,3067.0,100014.87,-3557.720000000013,60174.53999999997,96442.27999999998,160174.53999999998,-0.03557720000000013,0.6017453999999998,0,25,0,13,11,1,0.6373225999999999,-1,1,True
BOP,Prophet,BOP_predictions_20260311_070200_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,25.88,2026-03-19,3864.0,100000.31999999999,-4945.920000000019,94281.60000000002,95054.07999999999,194281.60000000003,-0.04945920000000019,0.9428160000000002,17,8,0,13,12,0,0.9922752000000004,-1,1,True
BPL,RandomForest,BPL_predictions_20260311_070318_20260304_20260511.csv,shares,short,24,2026-03-04,2026-04-09,22.76,2026-03-19,4394.0,100007.44,-878.7999999999674,80234.43999999989,99121.20000000003,180234.4399999999,-0.008787999999999675,0.8023443999999988,2,22,0,10,11,3,0.8111323999999985,-1,1,True
BRRG,RandomForest,BRRG_predictions_20260311_143912_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,38.5,2026-03-19,2597.0,99984.5,-12309.780000000024,42279.16,87690.21999999997,142279.16,-0.12309780000000024,0.42279160000000005,16,9,0,12,12,1,0.5458894000000003,-1,1,True
BTL,RandomForest,BTL_predictions_20260311_070411_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,764.67,2026-03-19,131.0,100171.76999999999,-59517.229999999996,116290.01,40482.770000000004,216290.01,-0.5951723,1.1629000999999999,6,19,0,17,6,2,1.7580723999999999,-1,1,True
BWCL,RandomForest,BWCL_predictions_20260311_070741_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,434.95,2026-03-19,230.0,100038.5,-4588.499999999998,52630.9,95411.5,152630.9,-0.04588499999999998,0.526309,22,3,0,13,12,0,0.572194,-1,1,True
BWHL,RandomForest,BWHL_predictions_20260311_070856_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,174.81,2026-03-19,572.0,99991.32,-2305.160000000016,45525.47999999995,97694.83999999998,145525.47999999995,-0.02305160000000016,0.4552547999999995,21,4,0,15,10,0,0.4783063999999997,-1,1,True
CENI,XGBoost,CENI_predictions_20260311_071019_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,58.62,2026-03-19,1706.0,100005.72,-17657.100000000006,45396.66000000001,82342.9,145396.66,-0.17657100000000006,0.4539666000000001,14,11,0,13,9,3,0.6305376000000001,-1,1,True
CFL,Prophet,CFL_predictions_20260311_071218_20260304_20260511.csv,shares,short,23,2026-03-04,2026-04-09,51.07,2026-03-19,1958.0,99995.06,-29487.480000000003,53022.64,70512.51999999999,153022.64,-0.29487480000000005,0.5302264,0,23,0,4,2,17,0.8251012,-1,1,True
CHBL,XGBoost,CHBL_predictions_20260311_071333_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,8.0,2026-03-19,12500.0,100000.0,-52124.99999999996,126624.99999999997,47875.00000000004,226624.99999999997,-0.5212499999999997,1.2662499999999997,12,13,0,9,16,0,1.7874999999999992,-1,1,True
CHCC,Prophet,CHCC_predictions_20260311_071533_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,248.71,2026-03-19,402.0,99981.42,-10552.5,94176.54000000001,89447.5,194176.54,-0.105525,0.9417654000000001,0,25,0,11,14,0,1.0472904,-1,1,True
CLCPS,RandomForest,CLCPS_predictions_20260311_071546_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,2.78,2026-03-19,35971.0,99999.37999999999,-15107.81999999996,112229.52000000002,84892.18000000004,212229.52000000002,-0.1510781999999996,1.1222952000000002,22,3,0,10,13,2,1.2733733999999997,-1,1,True
CLOV,Prophet,CLOV_predictions_20260311_071753_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,59.0,2026-03-19,1695.0,100005.0,-2474.6999999999884,91055.39999999998,97525.30000000002,191055.39999999997,-0.024746999999999884,0.9105539999999998,8,17,0,14,11,0,0.9353009999999996,-1,1,True
CPHL,RandomForest,CPHL_predictions_20260311_072340_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,72.92,2026-03-19,1371.0,99973.32,-22470.68999999995,72265.41000000002,77529.31000000006,172265.41000000003,-0.22470689999999952,0.7226541000000002,13,12,0,14,11,0,0.9473609999999997,-1,1,True
CPPL,Prophet,CPPL_predictions_20260311_072536_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,71.42,2026-03-19,1400.0,99988.0,-4115.999999999996,79212.00000000001,95884.0,179212.0,-0.04115999999999996,0.7921200000000002,0,25,0,14,11,0,0.8332800000000001,-1,1,True
CSAP,XGBoost,CSAP_predictions_20260311_072919_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,83.35,2026-03-19,1200.0,100020.0,-37308.00000000004,107220.00000000006,62691.99999999996,207220.00000000006,-0.37308000000000036,1.0722000000000005,8,17,0,11,14,0,1.4452800000000008,-1,1,True
CSIL,Prophet,CSIL_predictions_20260311_073110_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,4.42,2026-03-19,22624.0,99998.08,-10859.51999999999,112215.03999999998,89140.48000000001,212215.03999999998,-0.10859519999999989,1.1221503999999998,0,25,0,13,12,0,1.2307455999999997,-1,1,True
CTM,RandomForest,CTM_predictions_20260311_144337_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,5.4,2026-03-19,18519.0,100002.6,-34074.959999999985,80002.08000000002,65925.04000000001,180002.08000000002,-0.3407495999999998,0.8000208000000002,9,16,0,15,9,1,1.1407704,-1,1,True
DBCI,Prophet,DBCI_predictions_20260311_073520_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,5.1,2026-03-19,19608.0,100000.79999999999,-26666.87999999997,132157.92000000004,73333.12000000002,232157.92000000004,-0.2666687999999997,1.3215792000000004,17,8,0,11,14,0,1.588248,-1,1,True
DFML,XGBoost,DFML_predictions_20260311_074109_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,15.96,2026-03-19,6266.0,100005.36,-26129.219999999994,86533.45999999998,73870.78,186533.45999999996,-0.2612921999999999,0.8653345999999997,12,13,0,15,10,0,1.1266267999999997,-1,1,True
DGKC,RandomForest,DGKC_predictions_20260311_074507_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,159.97,2026-03-19,625.0,99981.25,-18881.24999999997,114143.75000000001,81118.75000000003,214143.75,-0.18881249999999972,1.1414375,5,20,0,12,13,0,1.33025,-1,1,True
DNCC,XGBoost,DNCC_predictions_20260311_074741_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,17.14,2026-03-19,5834.0,99994.76000000001,-23977.73999999996,71933.21999999999,76022.26000000004,171933.21999999997,-0.2397773999999996,0.7193321999999999,9,16,0,10,15,0,0.9591095999999995,-1,1,True
DOL,Prophet,DOL_predictions_20260311_074933_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,27.2,2026-03-19,3676.0,99987.2,-2279.119999999993,60065.84000000003,97720.88,160065.84000000003,-0.02279119999999993,0.6006584000000004,25,0,0,13,12,0,0.6234496000000003,-1,1,True
DSIL,XGBoost,DSIL_predictions_20260311_075132_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,6.38,2026-03-19,15674.0,100000.12,1.8189894035458565e-12,92476.60000000005,100000.0,192476.60000000003,1.8189894035458566e-17,0.9247660000000005,15,10,0,13,11,1,0.9247660000000005,0,1,True
DWAE,Prophet,DWAE_predictions_20260311_075340_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,19.0,2026-03-19,5263.0,99997.0,-45261.80000000004,87050.02,54738.19999999996,187050.02000000002,-0.4526180000000004,0.8705002000000001,8,17,0,13,9,3,1.3231182000000006,-1,1,True
DWSM,Prophet,DWSM_predictions_20260311_075524_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,5.2,2026-03-19,19231.0,100001.2,-4423.129999999991,89039.53000000003,95576.87000000001,189039.53000000003,-0.04423129999999991,0.8903953000000003,25,0,0,14,11,0,0.9346266000000002,-1,1,True
ECOP,XGBoost,ECOP_predictions_20260311_075929_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,39.17,2026-03-19,2553.0,100001.01000000001,-15573.299999999985,96656.58000000002,84426.70000000001,196656.58000000002,-0.15573299999999984,0.9665658000000001,12,13,0,13,12,0,1.1222988,-1,1,True
EFERT,XGBoost,EFERT_predictions_20260311_080119_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,200.98,2026-03-19,498.0,100088.04,-12793.619999999959,50771.1,87206.38000000003,150771.1,-0.12793619999999958,0.507711,10,15,0,10,15,0,0.6356471999999996,-1,1,True
EFUL,RandomForest,EFUL_predictions_20260311_080341_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,144.03,2026-03-19,694.0,99956.82,-3976.6200000000454,45935.859999999964,96023.37999999996,145935.85999999996,-0.03976620000000045,0.4593585999999996,15,10,0,12,13,0,0.4991248000000001,-1,1,True
ELCM,RandomForest,ELCM_predictions_20260311_080346_20260304_20260511.csv,shares,short,24,2026-03-04,2026-04-09,157.48,2026-03-19,635.0,99999.79999999999,-27108.15,40836.85,72891.85,140836.85,-0.27108150000000003,0.40836849999999997,13,11,0,2,5,17,0.67945,-1,1,True
EMCO,Prophet,EMCO_predictions_20260311_080547_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,38.05,2026-03-19,2628.0,99995.4,-4467.600000000004,88826.4,95532.4,188826.4,-0.04467600000000004,0.8882639999999999,0,25,0,12,13,0,0.93294,-1,1,True
EPCL,Prophet,EPCL_predictions_20260311_144717_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,32.06,2026-03-19,3119.0,99995.14000000001,-17435.21,116681.78999999998,82564.79000000001,216681.78999999998,-0.17435209999999998,1.1668178999999999,0,25,0,11,14,0,1.3411699999999998,-1,1,True
EPCLPS,RandomForest,EPCLPS_predictions_20260311_144817_20260304_20260511.csv,shares,short,21,2026-03-04,2026-04-09,12.3,2026-03-19,8130.0,99999.0,-24146.100000000024,31300.50000000004,75853.89999999998,131300.50000000003,-0.24146100000000023,0.3130050000000004,14,7,0,5,7,9,0.5544660000000007,-1,1,True
ESBL,Prophet,ESBL_predictions_20260311_080753_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,12.67,2026-03-19,7893.0,100004.31,-51067.709999999985,131260.59,48932.290000000015,231260.59,-0.5106770999999999,1.3126058999999999,25,0,0,10,15,0,1.8232829999999998,-1,1,True
EXIDE,Prophet,EXIDE_predictions_20260311_080950_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,422.28,2026-03-19,237.0,100080.36,-16886.24999999999,62328.63000000001,83113.75000000001,162328.63,-0.1688624999999999,0.6232863000000001,17,8,0,11,14,0,0.7921488,-1,1,True
FANM,Prophet,FANM_predictions_20260311_081233_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,6.01,2026-03-19,16639.0,100000.39,-27287.959999999977,151747.67999999996,72712.04000000002,251747.67999999996,-0.2728795999999998,1.5174767999999996,17,8,0,12,12,1,1.7903563999999994,-1,1,True
FCEPL,XGBoost,FCEPL_predictions_20260311_081845_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,73.27,2026-03-19,1365.0,100013.54999999999,-10756.199999999993,63199.500000000015,89243.8,163199.5,-0.10756199999999994,0.6319950000000002,5,20,0,13,12,0,0.7395570000000001,-1,1,True
FDPL,RandomForest,FDPL_predictions_20260311_145133_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,4.0,2026-03-19,25000.0,100000.0,-31499.999999999953,115499.99999999997,68500.00000000004,215499.99999999997,-0.3149999999999995,1.1549999999999998,10,15,0,11,10,4,1.4699999999999993,-1,1,True
